Time,Extension,Load
0,0,0.52341
0.1,0.00005,0.17128
0.2,0.00032,1.12382
0.3,0.0008,5.31601
0.4,0.00123,9.75446
0.5,0.00161,13.69573
0.6,0.00198,17.53591
0.7,0.00236,21.67525
0.8,0.00273,25.50556
0.9,0.00305,29.02229
1,0.00337,32.36772
1.1,0.0037,35.44148
1.2,0.00396,38.56912
1.3,0.00434,42.183
1.4,0.00466,45.77997
1.5,0.00498,49.04364
1.6,0.0053,52.63554
1.7,0.00562,56.19774
1.8,0.006,59.36803
1.9,0.00632,63.06458
2,0.0067,66.73272
2.1,0.00702,69.82981
2.2,0.00739,73.38148
2.3,0.00777,77.11178
2.4,0.00804,80.44627
2.5,0.00836,83.53875
2.6,0.00868,86.97253
2.7,0.00905,90.21619
2.8,0.00943,94.20721
2.9,0.00975,97.8203
3,0.01007,100.92287
3.1,0.01039,104.40978
3.2,0.01071,107.61113
3.3,0.01098,110.25015
3.4,0.0113,113.14603
3.5,0.01162,116.80701
3.6,0.012,120.30047
3.7,0.01237,124.24146
3.8,0.01275,127.93293
3.9,0.01307,131.11009
4,0.01339,134.52174
4.1,0.01371,137.90254
4.2,0.01404,140.84479
4.3,0.0143,143.88013
4.4,0.01468,147.17682
4.5,0.015,150.536
4.6,0.01532,154.27524
4.7,0.01564,157.38271
4.8,0.01596,160.56319
4.9,0.01634,164.03632
5,0.01666,167.60625
5.1,0.01704,171.19533
5.2,0.01741,175.09282
5.3,0.01773,178.87573
5.4,0.01805,182.03937
5.5,0.01837,185.56462
5.6,0.0187,188.603
5.7,0.01907,191.83713
5.8,0.01945,195.45152
5.9,0.01977,199.09091
6,0.02009,202.06433
6.1,0.02041,205.37126
6.2,0.02073,208.47665
6.3,0.021,211.41338
6.4,0.02132,213.9632
6.5,0.02164,217.08385
6.6,0.02196,220.60143
6.7,0.02234,224.54144
6.8,0.02271,228.06146
6.9,0.02309,231.7282
7,0.02341,235.27876
7.1,0.02373,238.43971
7.2,0.02405,241.62038
7.3,0.02432,244.52682
7.4,0.02464,247.91278
7.5,0.02502,251.16766
7.6,0.02534,254.8074
7.7,0.02566,258.14944
7.8,0.02598,261.1503
7.9,0.0263,264.491
8,0.02668,267.75235
8.1,0.027,271.19159
8.2,0.02737,274.92877
8.3,0.0277,278.37216
8.4,0.02807,281.79214
8.5,0.02839,285.13828
8.6,0.02871,288.13776
8.7,0.02904,291.19879
8.8,0.02941,294.46494
8.9,0.02979,298.16672
9,0.03011,301.27496
9.1,0.03043,304.52637
9.2,0.03075,307.46634
9.3,0.03102,310.48624
9.4,0.03134,313.33426
9.5,0.03161,316.04828
9.6,0.03198,319.4393
9.7,0.03236,322.95172
9.8,0.03268,326.37946
9.9,0.03305,330.04724
10,0.03343,333.50949
10.1,0.03375,336.51038
10.2,0.03407,339.73325
10.3,0.03434,342.62997
10.4,0.03466,345.38626
10.5,0.03498,348.80319
10.6,0.03536,352.02823
10.7,0.03568,355.3631
10.8,0.036,358.43756
10.9,0.03632,361.58774
11,0.03664,364.76776
11.1,0.03702,368.00909
11.2,0.03734,371.34683
11.3,0.03771,374.70245
11.4,0.03809,378.07904
11.5,0.03841,381.47366
11.6,0.03873,384.59174
11.7,0.03905,387.31802
11.8,0.03937,390.28519
11.9,0.0397,393.67764
12,0.04007,397.35471
12.1,0.04045,400.78607
12.2,0.04077,403.6261
12.3,0.04104,406.98398
12.4,0.04136,409.68243
12.5,0.04162,412.45587
12.6,0.04195,415.37207
12.7,0.04232,418.78326
12.8,0.0427,422.28653
12.9,0.04302,425.85077
13,0.04339,429.41534
13.1,0.04377,432.81549
13.2,0.04404,435.69351
13.3,0.04436,438.59924
13.4,0.04468,441.45898
13.5,0.045,444.43707
13.6,0.04532,447.5159
13.7,0.0457,450.8208
13.8,0.04602,454.16199
13.9,0.04634,457.12445
14,0.04666,460.17847
14.1,0.04698,463.19205
14.2,0.04736,466.50891
14.3,0.04768,469.86093
14.4,0.04805,473.5126
14.5,0.04843,476.82339
14.6,0.04875,480.18124
14.7,0.04907,483.15356
14.8,0.04939,486.13687
14.9,0.04971,489.1564
15,0.05009,492.72491
15.1,0.05041,496.00684
15.2,0.05073,498.68921
15.3,0.05105,501.72263
15.4,0.05137,504.80145
15.5,0.05164,507.48373
15.6,0.05196,509.97495
15.7,0.05229,513.19379
15.8,0.05266,516.57251
15.9,0.05304,519.78967
16,0.05341,523.28577
16.1,0.05373,526.68658
16.2,0.05405,529.88544
16.3,0.05437,532.91998
16.4,0.0547,535.79004
16.5,0.05502,538.43066
16.6,0.05534,541.7027
16.7,0.05566,544.755
16.8,0.05604,548.01923
16.9,0.05636,551.19812
17,0.05668,554.02386
17.1,0.057,556.76654
17.2,0.05732,559.95062
17.3,0.0577,563.1543
17.4,0.05802,566.24023
17.5,0.05839,569.64459
17.6,0.05877,572.90045
17.7,0.05909,576.03162
17.8,0.05941,578.85394
17.9,0.05973,581.81079
18,0.06005,584.84375
18.1,0.06043,588.35474
18.2,0.06075,591.69739
18.3,0.06107,594.49078
18.4,0.06139,597.43414
18.5,0.06171,600.33502
18.6,0.06198,602.69647
18.7,0.0623,605.33276
18.8,0.06262,608.49921
18.9,0.063,611.90533
19,0.06337,615.19342
19.1,0.06375,618.31744
19.2,0.06407,621.74182
19.3,0.06439,624.66077
19.4,0.06471,627.54138
19.5,0.06504,630.27551
19.6,0.06536,632.97223
19.7,0.06568,635.67078
19.8,0.066,638.76172
19.9,0.06632,641.82281
20,0.0667,644.95624
20.1,0.06702,647.8656
20.2,0.06734,650.58636
20.3,0.06766,653.81653
20.4,0.06804,656.8891
20.5,0.06836,660.2204
20.6,0.06873,663.40045
20.7,0.06911,666.81354
20.8,0.06943,669.76215
20.9,0.0697,672.49091
21,0.07007,675.33667
21.1,0.07039,678.65314
21.2,0.07077,681.80084
21.3,0.07109,684.92151
21.4,0.07141,687.55798
21.5,0.07173,690.50854
21.6,0.072,692.98053
21.7,0.07232,695.44952
21.8,0.07264,698.18719
21.9,0.07296,701.54303
22,0.07334,704.55939
22.1,0.07371,707.92786
22.2,0.07409,711.17621
22.3,0.07441,714.17993
22.4,0.07473,716.91449
22.5,0.07505,719.71863
22.6,0.07532,721.98822
22.7,0.07564,724.97357
22.8,0.07602,727.96436
22.9,0.07634,730.82745
23,0.07671,733.99506
23.1,0.07704,736.61926
23.2,0.0773,739.44507
23.3,0.07768,742.13745
23.4,0.078,745.20886
23.5,0.07837,748.20868
23.6,0.0787,751.42853
23.7,0.07907,754.85065
23.8,0.07939,757.73383
23.9,0.07971,760.48254
24,0.08004,763.31287
24.1,0.08036,766.22235
24.2,0.08073,769.4151
24.3,0.08111,772.46539
24.4,0.08143,775.41479
24.5,0.08175,778.17523
24.6,0.08207,780.80426
24.7,0.08234,783.36279
24.8,0.08261,785.76941
24.9,0.08298,788.67535
25,0.0833,791.29443
25.1,0.08368,794.90344
25.2,0.08405,797.83795
25.3,0.08443,801.1756
25.4,0.08475,804.0719
25.5,0.08507,806.90802
25.6,0.08539,809.30377
25.7,0.08566,811.8183
25.8,0.08598,814.60938
25.9,0.08636,817.59271
26,0.08668,820.30878
26.1,0.087,823.59021
26.2,0.08732,826.1026
26.3,0.08764,828.96967
26.4,0.08796,831.8194
26.5,0.08834,834.96753
26.6,0.08871,838.26086
26.7,0.08909,841.36774
26.8,0.08941,844.55859
26.9,0.08973,847.41034
27,0.09005,849.86969
27.1,0.09037,852.82599
27.2,0.0907,855.5484
27.3,0.09107,858.81091
27.4,0.09145,861.72406
27.5,0.09177,864.0304
27.6,0.09209,866.96002
27.7,0.09236,869.27869
27.8,0.09268,871.63092
27.9,0.09295,873.86719
28,0.09332,876.83203
28.1,0.09364,880.08282
28.2,0.09402,883.24341
28.3,0.09439,886.22937
28.4,0.09477,889.26874
28.5,0.09509,892.08911
28.6,0.09536,894.69128
28.7,0.09568,897.28168
28.8,0.096,899.85944
28.9,0.09632,902.66388
29,0.0967,905.69592
29.1,0.09702,908.75787
29.2,0.09734,911.44653
29.3,0.09766,914.08014
29.4,0.09798,916.58887
29.5,0.0983,919.5094
29.6,0.09868,922.37891
29.7,0.09905,925.39636
29.8,0.09943,928.38177
29.9,0.09975,931.33868
30,0.10007,933.94958
30.1,0.10039,936.30316
30.2,0.10071,938.82904
30.3,0.10109,941.83679
30.4,0.10141,945.08417
30.5,0.10173,947.60956
30.6,0.10211,950.34387
30.7,0.10237,953.15167
30.8,0.1027,955.44891
30.9,0.10296,957.46234
31,0.10329,960.01648
31.1,0.10366,963.04236
31.2,0.10404,966.16211
31.3,0.10436,969.18127
31.4,0.10473,972.14484
31.5,0.10505,975.25397
31.6,0.10537,977.84961
31.7,0.1057,980.39178
31.8,0.10602,982.79315
31.9,0.10634,985.34314
32,0.10666,988.02991
32.1,0.10704,990.96936
32.2,0.10736,993.58832
32.3,0.10768,996.43561
32.4,0.108,998.94305
32.5,0.10832,1001.40552
32.6,0.1087,1004.35474
32.7,0.10902,1007.25287
32.8,0.10939,1010.09296
32.9,0.10977,1013.2782
33,0.11009,1015.76776
33.1,0.11036,1018.29529
33.2,0.11068,1020.66711
33.3,0.11105,1023.31067
33.4,0.11143,1026.35181
33.5,0.11175,1029.2511
33.6,0.11207,1031.78015
33.7,0.11239,1034.72131
33.8,0.11271,1037.06787
33.9,0.11298,1039.21753
34,0.1133,1041.45569
34.1,0.11362,1043.82947
34.2,0.114,1046.81702
34.3,0.11432,1049.81641
34.4,0.1147,1052.85254
34.5,0.11507,1055.92737
34.6,0.11539,1058.7948
34.7,0.11571,1061.3866
34.8,0.11604,1063.6416
34.9,0.11636,1066.12427
35,0.11668,1068.828
35.1,0.117,1071.42004
35.2,0.11737,1074.30701
35.3,0.1177,1076.91602
35.4,0.11802,1079.39099
35.5,0.11834,1081.86206
35.6,0.11866,1084.3894
35.7,0.11904,1087.26123
35.8,0.11936,1090.06909
35.9,0.11973,1093.07556
36,0.12011,1095.81116
36.1,0.12037,1098.47253
36.2,0.1207,1100.53699
36.3,0.12102,1103.18896
36.4,0.12139,1105.92957
36.5,0.12177,1108.84753
36.6,0.12209,1111.57141
36.7,0.12241,1113.99475
36.8,0.12273,1116.52808
36.9,0.12305,1119.026
37,0.12332,1121.14246
37.1,0.12364,1123.37061
37.2,0.12396,1126.02551
37.3,0.12434,1128.95972
37.4,0.12471,1131.66919
37.5,0.12504,1134.91858
37.6,0.12541,1137.73694
37.7,0.12573,1140.46655
37.8,0.12605,1143.00183
37.9,0.12637,1145.34521
38,0.12664,1147.54419
38.1,0.12702,1150.13477
38.2,0.12734,1152.96082
38.3,0.12771,1155.50464
38.4,0.12804,1158.26843
38.5,0.1283,1160.41321
38.6,0.12862,1162.91577
38.7,0.129,1165.57178
38.8,0.12937,1168.48022
38.9,0.1297,1171.14783
39,0.13007,1174.33411
39.1,0.13039,1176.92712
39.2,0.13071,1179.4397
39.3,0.13104,1181.8075
39.4,0.13136,1184.36694
39.5,0.13173,1186.97791
39.6,0.13211,1190.1886
39.7,0.13243,1192.75647
39.8,0.13275,1195.2771
39.9,0.13307,1197.5459
40,0.13334,1199.96289
40.1,0.13366,1201.91479
40.2,0.13393,1204.40076
40.3,0.1343,1207.1106
40.4,0.13468,1209.79297
40.5,0.135,1212.87744
40.6,0.13537,1215.49158
40.7,0.13575,1218.53552
40.8,0.13607,1220.8446
40.9,0.13639,1223.28479
41,0.13666,1225.32385
41.1,0.13704,1227.72681
41.2,0.13736,1230.36304
41.3,0.13768,1232.87244
41.4,0.13805,1235.51074
41.5,0.13837,1238.17847
41.6,0.13864,1240.40625
41.7,0.13896,1242.79736
41.8,0.13934,1245.60559
41.9,0.13966,1248.26331
42,0.14004,1251.00598
42.1,0.14041,1253.99805
42.2,0.14073,1256.75562
42.3,0.14105,1259.12463
42.4,0.14137,1261.54492
42.5,0.14175,1264.31714
42.6,0.14207,1267.2561
42.7,0.14245,1270.14294
42.8,0.14277,1272.36731
42.9,0.14309,1274.92163
43,0.14336,1277.17188
43.1,0.14368,1279.10999
43.2,0.14395,1281.16113
43.3,0.14432,1283.6604
43.4,0.14464,1286.75317
43.5,0.14502,1289.2821
43.6,0.14539,1292.1012
43.7,0.14577,1295.03613
43.8,0.14609,1297.50244
43.9,0.14636,1299.86865
44,0.14668,1301.93689
44.1,0.147,1304.29028
44.2,0.14732,1306.93677
44.3,0.1477,1309.47778
44.4,0.14802,1312.18628
44.5,0.14834,1314.70264
44.6,0.14866,1317.24756
44.7,0.14898,1319.39893
44.8,0.1493,1322.19531
44.9,0.14968,1324.79102
45,0.15005,1327.6344
45.1,0.15043,1330.56885
45.2,0.15075,1333.22156
45.3,0.15107,1335.65344
45.4,0.15139,1338.15356
45.5,0.15171,1340.32361
45.6,0.15204,1342.95251
45.7,0.15241,1346.073
45.8,0.15279,1348.40808
45.9,0.15311,1350.82434
46,0.15343,1353.19263
46.1,0.1537,1355.37219
46.2,0.15396,1357.40552
46.3,0.15429,1359.46033
46.4,0.15466,1361.93408
46.5,0.15498,1364.97803
46.6,0.15536,1367.67517
46.7,0.15573,1370.44897
46.8,0.15605,1373.26526
46.9,0.15637,1375.81165
47,0.1567,1378.09106
47.1,0.15702,1380.49951
47.2,0.15734,1382.72754
47.3,0.15766,1385.33154
47.4,0.15804,1387.74329
47.5,0.15836,1390.49146
47.6,0.15868,1393.14368
47.7,0.159,1395.3103
47.8,0.15932,1397.71143
47.9,0.15964,1400.34656
48,0.16002,1403.09167
48.1,0.16039,1405.80957
48.2,0.16077,1408.76025
48.3,0.16109,1411.26416
48.4,0.16141,1413.64844
48.5,0.16173,1415.79382
48.6,0.16205,1418.5033
48.7,0.16243,1420.98022
48.8,0.16275,1423.93066
48.9,0.16307,1426.19775
49,0.16339,1428.50476
49.1,0.16371,1430.79834
49.2,0.16398,1432.98499
49.3,0.1643,1434.9635
49.4,0.16462,1437.51233
49.5,0.165,1440.21875
49.6,0.16532,1442.85583
49.7,0.1657,1445.60681
49.8,0.16607,1448.46082
49.9,0.16639,1451.11389
50,0.16671,1453.49329
50.1,0.16704,1455.7605
50.2,0.16736,1457.73865
50.3,0.16768,1460.05249
50.4,0.168,1462.7749
50.5,0.16832,1465.30176
50.6,0.1687,1467.94043
50.7,0.16902,1470.33264
50.8,0.16934,1472.23889
50.9,0.16966,1475.09875
51,0.17004,1477.59937
51.1,0.17036,1480.32983
51.2,0.17073,1483.13013
51.3,0.17111,1486.09729
51.4,0.17137,1488.21045
51.5,0.17175,1490.552
51.6,0.17207,1493.10876
51.7,0.17239,1495.5885
51.8,0.17277,1498.45911
51.9,0.17309,1500.7771
52,0.17341,1503.18945
52.1,0.17373,1505.74194
52.2,0.17405,1508.04529
52.3,0.17432,1510.04785
52.4,0.17464,1512.22217
52.5,0.17496,1514.56055
52.6,0.17534,1517.22424
52.7,0.17571,1520.00903
52.8,0.17604,1522.58606
52.9,0.17641,1525.52368
53,0.17673,1527.85046
53.1,0.17705,1530.13525
53.2,0.17737,1532.53113
53.3,0.17764,1534.51343
53.4,0.17802,1537.08972
53.5,0.17834,1539.42896
53.6,0.17866,1541.73669
53.7,0.17898,1544.20276
53.8,0.1793,1546.44409
53.9,0.17968,1548.96509
54,0.18,1551.63281
54.1,0.18037,1554.13965
54.2,0.1807,1556.71777
54.3,0.18107,1559.76685
54.4,0.18139,1562.18433
54.5,0.18171,1564.57996
54.6,0.18204,1566.84875
54.7,0.18236,1569.29614
54.8,0.18273,1571.92603
54.9,0.18311,1574.62659
55,0.18343,1577.06177
55.1,0.18375,1579.46204
55.2,0.18407,1581.90137
55.3,0.18434,1583.8064
55.4,0.18461,1585.88208
55.5,0.18493,1587.96143
55.6,0.1853,1590.54712
55.7,0.18568,1593.45056
55.8,0.18605,1596.16528
55.9,0.18643,1598.80823
56,0.18675,1601.37402
56.1,0.18707,1603.86292
56.2,0.18739,1606.07361
56.3,0.18766,1608.09229
56.4,0.18798,1610.27417
56.5,0.18836,1612.70654
56.6,0.18868,1615.41284
56.7,0.189,1617.94739
56.8,0.18932,1620.09241
56.9,0.18964,1622.41455
57,0.18996,1624.88867
57.1,0.19034,1627.52637
57.2,0.19071,1630.2561
57.3,0.19109,1632.95776
57.4,0.19141,1635.62622
57.5,0.19173,1637.65149
57.6,0.19205,1640.15601
57.7,0.19237,1642.47754
57.8,0.1927,1644.76135
57.9,0.19307,1647.45276
58,0.19345,1650.14343
58.1,0.19377,1652.32117
58.2,0.19409,1654.60693
58.3,0.19436,1656.84082
58.4,0.19462,1658.8197
58.5,0.19495,1660.72852
58.6,0.19532,1663.04773
58.7,0.19564,1666.05664
58.8,0.19602,1668.53296
58.9,0.19639,1671.32214
59,0.19677,1674.21045
59.1,0.19709,1676.53333
59.2,0.19741,1678.64465
59.3,0.19768,1681.07214
59.4,0.198,1682.94861
59.5,0.19832,1685.22131
59.6,0.19864,1687.7749
59.7,0.19902,1690.43384
59.8,0.19934,1692.66052
59.9,0.19966,1694.70447
60,0.19998,1697.23633
60.1,0.20036,1699.57153
60.2,0.20068,1702.35681
60.3,0.20105,1704.77283
60.4,0.20143,1707.76135
60.5,0.20175,1710.24805
60.6,0.20207,1712.36206
60.7,0.20239,1714.70276
60.8,0.20271,1717.00256
60.9,0.20309,1719.39722
61,0.20341,1722.46033
61.1,0.20379,1724.66272
61.2,0.20411,1726.96204
61.3,0.20437,1729.21667
61.4,0.2047,1731.20972
61.5,0.20496,1733.16431
61.6,0.20529,1735.21631
61.7,0.20566,1737.88342
61.8,0.20598,1740.66541
61.9,0.20636,1742.93787
62,0.20673,1745.84216
62.1,0.20711,1748.51123
62.2,0.20743,1750.99292
62.3,0.2077,1752.81604
62.4,0.20802,1754.74902
62.5,0.20834,1756.86365
62.6,0.20866,1759.29553
62.7,0.20898,1761.71643
62.8,0.20936,1764.09448
62.9,0.20968,1766.55017
63,0.21,1768.79651
63.1,0.21032,1771.12415
63.2,0.2107,1773.62231
63.3,0.21102,1776.49548
63.4,0.21139,1778.95544
63.5,0.21177,1781.74292
63.6,0.21209,1784.05176
63.7,0.21241,1786.47253
63.8,0.21273,1788.49207
63.9,0.21305,1790.80396
64,0.21343,1793.3811
64.1,0.21375,1796.13306
64.2,0.21407,1798.38062
64.3,0.21439,1800.72119
64.4,0.21471,1802.96948
64.5,0.21498,1804.95569
64.6,0.2153,1806.7146
64.7,0.21562,1809.26086
64.8,0.216,1811.71155
64.9,0.21637,1814.30884
65,0.21675,1816.8252
65.1,0.21707,1819.47363
65.2,0.21739,1821.86487
65.3,0.21771,1823.96228
65.4,0.21804,1826.06494
65.5,0.2183,1828.04785
65.6,0.21868,1830.29211
65.7,0.219,1832.72058
65.8,0.21932,1835.08655
65.9,0.2197,1837.51282
66,0.21996,1839.59778
66.1,0.22034,1841.92615
66.2,0.22066,1844.31592
66.3,0.22104,1847.07593
66.4,0.22136,1849.65771
66.5,0.22173,1852.35461
66.6,0.22211,1854.9436
66.7,0.22237,1857.00525
66.8,0.2227,1858.94446
66.9,0.22302,1861.32385
67,0.22339,1863.92993
67.1,0.22377,1866.62231
67.2,0.22409,1868.86487
67.3,0.22441,1871.30017
67.4,0.22473,1873.45105
67.5,0.22505,1875.63989
67.6,0.22532,1877.32141
67.7,0.22564,1879.16992
67.8,0.22596,1881.82019
67.9,0.22634,1884.29724
68,0.22671,1886.62463
68.1,0.22709,1889.56506
68.2,0.22741,1892.05664
68.3,0.22773,1894.271
68.4,0.22805,1896.49768
68.5,0.22837,1898.51245
68.6,0.22864,1900.36877
68.7,0.22902,1902.61133
68.8,0.22934,1905.12842
68.9,0.22966,1907.5271
69,0.22998,1909.73254
69.1,0.2303,1911.80823
69.2,0.23068,1914.42261
69.3,0.231,1916.71997
69.4,0.23137,1919.50159
69.5,0.23175,1922.15662
69.6,0.23207,1924.7865
69.7,0.23239,1927.01587
69.8,0.23271,1929.03174
69.9,0.23304,1931.20239
70,0.23336,1933.33203
70.1,0.23379,1936.03967
70.2,0.23411,1938.5592
70.3,0.23443,1940.47388
70.4,0.23475,1942.82593
70.5,0.23507,1944.82678
70.6,0.23534,1946.69702
70.7,0.23561,1948.4353
70.8,0.23598,1950.7843
70.9,0.2363,1953.34351
71,0.23668,1955.95349
71.1,0.23705,1958.1637
71.2,0.23743,1961.14648
71.3,0.23775,1963.62085
71.4,0.23807,1965.70898
71.5,0.23834,1967.57642
71.6,0.23866,1969.61108
71.7,0.23898,1971.74976
71.8,0.23936,1974.3208
71.9,0.23968,1976.65979
72,0.24,1979.10571
72.1,0.24032,1981.11182
72.2,0.24064,1983.46716
72.3,0.24102,1985.63647
72.4,0.24134,1988.03918
72.5,0.24171,1990.77014
72.6,0.24209,1993.28357
72.7,0.24241,1995.71924
72.8,0.24273,1997.74329
72.9,0.24305,2000.05774
73,0.24337,2002.13806
73.1,0.24375,2004.43091
73.2,0.24412,2007.203
73.3,0.24445,2009.37085
73.4,0.24477,2011.60181
73.5,0.24509,2013.83228
73.6,0.24536,2015.672
73.7,0.24562,2017.45679
73.8,0.24595,2019.46045
73.9,0.24632,2021.89539
74,0.24664,2024.51147
74.1,0.24702,2027.01465
74.2,0.24739,2029.94202
74.3,0.24777,2032.50464
74.4,0.24809,2034.42334
74.5,0.24836,2036.50696
74.6,0.24868,2038.52087
74.7,0.249,2040.29163
74.8,0.24932,2042.55737
74.9,0.2497,2044.90564
75,0.25002,2047.45374
75.1,0.25034,2049.62354
75.2,0.25066,2051.67578
75.3,0.25098,2053.71069
75.4,0.25136,2056.08179
75.5,0.25168,2058.57886
75.6,0.25205,2060.85889
75.7,0.25243,2063.30542
75.8,0.25275,2065.66699
75.9,0.25307,2067.75464
76,0.25334,2069.92773
76.1,0.25371,2071.77759
76.2,0.25404,2074.46777
76.3,0.25441,2076.85913
76.4,0.25473,2079.13281
76.5,0.25505,2081.31177
76.6,0.25537,2083.49829
76.7,0.2557,2085.35791
76.8,0.25596,2086.94971
76.9,0.25629,2089.2627
77,0.25666,2091.72827
77.1,0.25698,2094.15674
77.2,0.25736,2096.92529
77.3,0.25773,2099.58887
77.4,0.25811,2102.11597
77.5,0.25837,2103.99658
77.6,0.2587,2106.08838
77.7,0.25902,2107.95898
77.8,0.25934,2110.0188
77.9,0.25966,2112.4021
78,0.25998,2114.69751
78.1,0.26036,2116.75806
78.2,0.26068,2118.8291
78.3,0.261,2121.05273
78.4,0.26132,2122.948
78.5,0.2617,2125.49268
78.6,0.26202,2128.03467
78.7,0.26239,2129.93701
78.8,0.26277,2132.72681
78.9,0.26309,2134.95776
79,0.26341,2137.06763
79.1,0.26373,2139.12036
79.2,0.26405,2141.31128
79.3,0.26443,2144.03369
79.4,0.26475,2146.44263
79.5,0.26507,2148.40625
79.6,0.26539,2150.47339
79.7,0.26571,2152.78564
79.8,0.26598,2154.42554
79.9,0.2663,2156.11475
80,0.26662,2158.44629
80.1,0.267,2160.94531
80.2,0.26737,2163.49023
80.3,0.2677,2165.94043
80.4,0.26807,2168.65747
80.5,0.26839,2170.77539
80.6,0.26871,2172.71191
80.7,0.26904,2174.58228
80.8,0.26936,2176.4165
80.9,0.26968,2178.45435
81,0.27,2180.85645
81.1,0.27032,2183.13452
81.2,0.2707,2185.3269
81.3,0.27102,2187.40894
81.4,0.27134,2189.43555
81.5,0.27166,2191.59473
81.6,0.27198,2193.78906
81.7,0.27236,2196.30078
81.8,0.27273,2198.9519
81.9,0.27311,2201.27759
82,0.27343,2203.55493
82.1,0.2737,2205.36572
82.2,0.27402,2207.63599
82.3,0.27439,2209.93848
82.4,0.27477,2212.65552
82.5,0.27509,2214.69116
82.6,0.27541,2216.927
82.7,0.27573,2218.96899
82.8,0.27605,2220.89526
82.9,0.27632,2222.62671
83,0.27664,2224.45068
83.1,0.27696,2226.79712
83.2,0.27734,2229.18408
83.3,0.27771,2231.81079
83.4,0.27809,2234.06665
83.5,0.27841,2236.58179
83.6,0.27873,2238.75928
83.7,0.27905,2240.50732
83.8,0.27937,2242.83179
83.9,0.27964,2244.40039
84,0.28002,2246.51147
84.1,0.28034,2249.07397
84.2,0.28066,2250.95996
84.3,0.28098,2253.18945
84.4,0.2813,2255.36035
84.5,0.28168,2257.28687
84.6,0.282,2259.63599
84.7,0.28237,2261.92725
84.8,0.2827,2264.4021
84.9,0.28307,2266.99951
85,0.28339,2269.08569
85.1,0.28371,2271.19214
85.2,0.28404,2273.19751
85.3,0.28441,2275.31812
85.4,0.28473,2277.82861
85.5,0.28511,2280.39648
85.6,0.28543,2282.22144
85.7,0.28575,2284.23413
85.8,0.28607,2286.32129
85.9,0.28634,2288.46509
86,0.28661,2289.73804
86.1,0.28698,2291.79004
86.2,0.2873,2294.18579
86.3,0.28768,2296.51587
86.4,0.28805,2299.18091
86.5,0.28843,2301.73218
86.6,0.28875,2303.83228
86.7,0.28907,2305.83618
86.8,0.28939,2307.7251
86.9,0.28966,2309.51367
87,0.28998,2311.48755
87.1,0.29036,2313.68262
87.2,0.29068,2315.97949
87.3,0.291,2318.13892
87.4,0.29132,2320.42017
87.5,0.29164,2322.38135
87.6,0.29196,2324.40698
87.7,0.29234,2326.65796
87.8,0.29271,2328.97046
87.9,0.29304,2331.41846
88,0.29341,2333.88037
88.1,0.29373,2335.99805
88.2,0.29405,2338.07129
88.3,0.29437,2340.15039
88.4,0.2947,2342.36792
88.5,0.29512,2344.56641
88.6,0.29545,2346.97852
88.7,0.29577,2348.85303
88.8,0.29609,2351.16455
88.9,0.29636,2352.95093
89,0.29668,2354.81079
89.1,0.29695,2356.25537
89.2,0.29732,2358.19385
89.3,0.29764,2360.58154
89.4,0.29802,2363.01074
89.5,0.29839,2365.53882
89.6,0.29877,2368.15405
89.7,0.29909,2370.05859
89.8,0.29941,2372.05469
89.9,0.29968,2374.11987
90,0.3,2375.81689
90.1,0.30032,2377.82617
90.2,0.3007,2380.13892
90.3,0.30102,2382.24292
90.4,0.30134,2384.57275
90.5,0.30166,2386.43091
90.6,0.30198,2388.40112
90.7,0.3023,2390.73633
90.8,0.30268,2393.34961
90.9,0.30305,2395.42603
91,0.30343,2397.94458
91.1,0.30375,2400.43994
91.2,0.30407,2402.33154
91.3,0.30439,2404.33398
91.4,0.30471,2406.27344
91.5,0.30509,2408.4458
91.6,0.30541,2410.82861
91.7,0.30573,2412.93652
91.8,0.30611,2415.0625
91.9,0.30637,2416.93091
92,0.3067,2418.65625
92.1,0.30696,2420.28857
92.2,0.30729,2422.01416
92.3,0.30766,2424.36841
92.4,0.30798,2426.80249
92.5,0.30836,2429.27515
92.6,0.30873,2431.56201
92.7,0.30911,2433.81665
92.8,0.30937,2435.99487
92.9,0.3097,2437.85596
93,0.31002,2439.7959
93.1,0.31034,2441.53711
93.2,0.31066,2443.51733
93.3,0.31104,2445.69873
93.4,0.31136,2448.21265
93.5,0.31168,2450.24219
93.6,0.312,2451.98682
93.7,0.31232,2454.0647
93.8,0.3127,2456.20898
93.9,0.31302,2458.67505
94,0.31339,2460.78198
94.1,0.31377,2463.33301
94.2,0.31409,2465.54541
94.3,0.31436,2467.38452
94.4,0.31468,2469.32397
94.5,0.31505,2471.20044
94.6,0.31537,2473.57495
94.7,0.31575,2476.13745
94.8,0.31607,2478.30591
94.9,0.31639,2480.15771
95,0.31671,2482.17554
95.1,0.31704,2484.09351
95.2,0.3173,2485.4502
95.3,0.31762,2487.37207
95.4,0.318,2489.62476
95.5,0.31832,2492.01709
95.6,0.3187,2494.33057
95.7,0.31907,2496.78589
95.8,0.31939,2498.90967
95.9,0.31971,2500.88306
96,0.32004,2502.84668
96.1,0.32036,2504.54541
96.2,0.32068,2506.43213
96.3,0.321,2508.59399
96.4,0.32132,2510.77808
96.5,0.3217,2512.875
96.6,0.32202,2514.89404
96.7,0.32234,2516.79517
96.8,0.32266,2518.97412
96.9,0.32304,2520.93188
97,0.32336,2523.56885
