,Accel,Force
86,-9.576140104475586e-05,2.0079393837927133e-05
87,-0.0009630740652308151,3.32828231715636e-05
88,0.0016145020939544647,3.6776876425404555e-06
89,0.0007885908431231945,-1.3160792318530354e-05
90,-0.0028633611785150084,-2.1988666966469162e-05
91,0.0008818997740393256,-2.4326971893713387e-05
92,0.0020421976522096473,-2.0436696467955826e-05
93,-0.0015633138886556603,5.221198137802621e-06
94,-0.0003457050976756855,1.7194579816509345e-05
95,0.00021123924578019066,8.069861847367043e-06
96,0.00022891395472684434,1.435739300148146e-05
97,0.0012791951865141844,1.1615809903253834e-05
98,-0.0018471564889047138,-2.303583580933713e-07
99,-0.0008342334700176025,-1.9593703090655012e-05
100,0.0028726688710526307,-1.631051785714314e-05
101,-0.0008342334700176044,-1.9593703090654982e-05
102,-0.001847156488904712,-2.3035835809336916e-07
103,0.0012791951865141857,1.161580990325364e-05
104,0.00022891395472684456,1.435739300148146e-05
105,0.00021123924578019232,8.069861847367004e-06
106,-0.00034570509767568164,1.7194579816509375e-05
107,-0.0015633138886556616,5.221198137802595e-06
108,0.0020421976522096473,-2.043669646795589e-05
109,0.0008818997740393257,-2.432697189371345e-05
110,-0.0028633611785150075,-2.1988666966469196e-05
111,0.0007885908431231936,-1.3160792318530415e-05
112,0.0016145020939544647,3.6776876425404424e-06
113,-0.0009630740652308124,3.328282317156352e-05
114,-9.576140104475633e-05,2.0079393837927093e-05
115,-0.0006936948287928218,1.065768796651529e-05
116,0.0005043119414612521,-6.264618555710567e-06
117,0.0018744500449832835,3.6986405348235844e-06
118,-0.0022768167621857096,-1.4371938252727389e-05
119,-0.0009343833504752439,-9.170452957318887e-06
120,0.0028788846368668765,-1.3605470535054675e-05
121,-0.0007501674070276876,-1.827435717627131e-06
122,-0.0014001736447027092,3.5185208795278907e-06
123,0.0006706369646892909,9.824350280784434e-06
124,-6.084745530708078e-05,1.4591365267871872e-05
125,0.0011805187054794663,8.460986132905103e-06
126,-0.0006372520327354259,7.596411256123979e-06
127,-0.0022101553665216556,-3.2914707570115966e-06
128,0.0025176967576239916,-2.438219726943157e-07
129,0.0009815388673077477,-2.5455652286498957e-06
130,-0.002870085683591047,-7.913098890593145e-06
131,0.0006862404458190594,3.7050262833210554e-06
132,0.0011461839367754112,1.4150298867121989e-05
133,-0.000289257075510891,2.267683558474401e-06
134,0.00020468124297373061,-2.1955807074548945e-05
135,-0.0017506962300733024,-4.775213692481576e-05
136,0.0008182042860703029,-4.386034579212541e-06
137,0.002596439932116658,6.356951135327008e-06
138,-0.0028174890950702293,2.950270106719894e-05
139,-0.0010355664300235627,2.4856125056266172e-05
140,0.0028923797923235575,3.935422689678903e-05
141,-0.0006526212006504065,2.044379958864647e-05
142,-0.0008328529470986634,-3.9324796231705784e-05
143,-0.00012467027536819413,-2.936124239315472e-05
144,-0.0004236747071064501,-4.1594511572096305e-05
145,0.002446514995764353,-2.408231814232002e-05
146,-0.0010160740460544958,-3.429889675569634e-05
147,-0.0030791407595799547,8.495728382861414e-06
148,0.0031576769253719816,4.2876958328132346e-05
149,0.0011318753060331264,5.004236691286679e-05
150,-0.0028875451289473693,4.305348214285716e-05
151,0.0005476005563804773,2.4536977067818807e-05
152,0.000449140224505874,1.7453922903550678e-05
153,0.000686675077111436,-5.114167480752108e-05
154,0.0006729566259828304,-8.874573474428162e-05
155,-0.0033628351498813163,-5.164820603712542e-05
156,0.0013064269344520766,-1.6158499281098866e-05
157,0.003724990786086925,2.000721707001673e-05
158,-0.0036615199519345843,3.0134349168888e-05
159,-0.0012100019739733933,8.140369652479447e-05
160,0.0028889402345616943,3.984997053505468e-05
161,-0.00046039744022040546,-8.391261582956013e-06
162,0.00012204179727608956,-5.721816492483717e-05
163,-0.0014939179983520408,9.91247462574671e-06
164,-0.0010574819438303044,1.514427071564645e-05
165,0.004702779672599223,-1.608586853122957e-05
166,-0.0016952650994646245,-4.888382561554527e-05
167,-0.004700349772966692,-3.657815962703636e-05
168,0.004385756959127725,-4.892378481750579e-05
169,0.0013952011793093475,-3.995724455232691e-05
170,-0.0029170056537498367,0.00011827623573585133
171,0.00028465687908639346,0.00022692273622994266
172,-0.0010006875585375186,0.00012546439445656584
173,0.0028081373890702205,-7.848745611194805e-05
174,0.001667674154346169,-0.00016239979981633014
175,-0.006974295993449393,-0.00012832609327576236
176,0.0024329246439295025,-0.00010309524518445558
177,0.006377193799746856,-5.9177966085419636e-05
178,-0.005711764877891097,0.0001149243058099201
179,-0.0016622153728852898,0.000239136042087832
180,0.0029070310174508797,-1.97294118250321e-06
181,4.905432392489057e-05,-0.0001788686481624497
182,0.0028204634220744752,0.00014329750279635655
183,-0.005537545461788517,0.00031514230653485064
184,-0.003039734019673985,-3.88688470252515e-05
185,0.012054282772444873,-0.0004552568432821602
186,-0.004087987835933089,-0.00046730774367285526
187,-0.010539733765286292,-0.0004575840255241785
188,0.009142880324386437,-0.0003626102649698117
189,0.002436310033752192,0.0004044670368196553
190,-0.0029400518645952335,0.0013805291015497826
191,-0.001078788069973957,0.0014757303295864677
192,-0.008964431711955267,-0.00022226515125349963
193,0.015759299028819913,-0.0009180081628569201
194,0.008710810434319071,-0.0001650146082368964
195,-0.03673981220866827,-0.0003457929626105168
196,0.0137679077242211,-0.0017507156012179044
197,0.04150686780388565,-0.0008155693726855427
198,-0.04568498143387057,-0.00130869287666322
199,-0.018438867152479888,-0.000913551284568728
